,호선,역명,06시이전,06-07시간대,07-08시간대,08-09시간대,09-10시간대,10-11시간대,11-12시간대,12-13시간대,13-14시간대,14-15시간대,15-16시간대,16-17시간대,17-18시간대,18-19시간대,19-20시간대,20-21시간대,21-22시간대,22-23시간대,23-24시간대,24시이후,붐비는 시간대
0,1호선,동대문,227.27,323.48,420.87,685.19,1014.03,1342.86,1640.79,1886.49,1911.82,1908.86,1840.25,1739.88,1537.02,1244.12,1053.34,868.78,753.77,616.69,395.06,57.23,13-14시간대
1,1호선,동묘앞,105.84,217.88,285.65,517.88,915.13,1551.36,2223.63,2582.36,2850.84,3006.25,2815.26,2307.32,1673.53,1022.16,516.51,337.54,299.88,263.72,159.26,56.77,14-15시간대
2,1호선,서울역,468.67,1452.19,1792.09,2725.65,3955.42,4285.74,4818.3,5758.23,5612.88,4875.93,5728.56,5876.17,6068.68,5202.64,4693.67,3865.85,3754.68,2644.69,1168.69,72.23,17-18시간대
3,1호선,시청,151.5,573.29,579.33,950.56,1230.96,1415.72,1922.96,2121.87,2279.48,2397.67,2587.48,2774.51,2544.51,2115.01,1561.03,1404.69,1095.4,731.58,298.63,38.12,16-17시간대
4,1호선,신설동,247.46,371.11,465.42,733.78,946.97,1165.72,1259.91,1379.74,1425.44,1415.95,1409.92,1447.48,1358.12,1183.39,804.83,677.19,671.89,523.91,366.44,60.56,16-17시간대
5,1호선,제기동,179.37,371.17,545.0,866.06,1302.65,1850.73,2316.62,2740.11,2873.08,2790.14,2631.42,2395.18,1888.16,1288.73,918.43,684.58,531.89,405.28,249.39,32.27,13-14시간대
6,1호선,종각,216.3,429.23,604.91,1031.07,1568.9,1658.37,2346.51,2704.81,2821.47,2844.16,3022.43,3391.34,3389.84,2833.88,2211.07,2052.63,1968.5,1563.53,723.33,24.14,16-17시간대
7,1호선,종로3가,234.81,409.34,457.9,885.17,1535.2,2010.96,2954.24,3653.92,3712.59,3768.44,3648.31,3758.89,3454.37,2767.5,2129.52,1752.96,1613.81,1308.38,634.48,80.73,14-15시간대
8,1호선,종로5가,103.68,297.11,472.85,802.3,1294.86,1945.59,2749.43,3232.34,3415.04,3360.4,3207.19,3080.12,2838.87,2188.25,1572.59,1137.88,991.9,583.25,231.41,29.09,13-14시간대
9,1호선,청량리(서울시립대입구),351.08,749.76,746.62,1200.83,1612.08,2057.96,2430.75,2696.92,2844.27,2926.84,2932.22,2932.43,2476.6,1954.3,1346.58,1110.88,936.94,658.17,385.05,64.54,16-17시간대
10,2호선,강남,682.53,1300.59,1315.48,2656.5,4756.3,4282.2,4886.14,6041.59,6913.96,6558.42,6886.95,7776.21,8090.27,6855.35,5162.96,4993.96,5355.49,5154.09,2794.19,40.11,17-18시간대
11,2호선,강변(동서울터미널),253.44,1114.15,1332.34,2227.85,2975.03,3390.24,3555.96,3707.58,3785.03,3792.07,4013.5,4258.79,4347.91,3884.94,3363.81,2957.12,2397.24,1867.35,931.96,11.66,17-18시간대
12,2호선,건대입구,588.66,877.06,937.73,1575.59,2266.31,2391.97,3102.08,3771.65,4241.5,4343.08,4669.42,5353.56,5829.97,5553.65,4656.86,4363.73,4438.32,4275.04,2553.53,115.17,17-18시간대
13,2호선,교대(법원.검찰청),191.88,732.14,817.87,1269.5,1906.96,1649.04,1911.49,2115.0,2315.9,2212.68,2063.47,2264.06,2428.87,2026.89,1597.03,1580.26,1574.15,1314.31,630.72,16.5,17-18시간대
14,2호선,구로디지털단지,970.81,1320.0,1656.29,2830.45,3325.13,3324.62,3426.01,3812.1,4071.06,3967.45,3998.3,4494.76,4760.96,4235.27,3447.04,3210.57,3352.0,2869.82,1820.61,50.8,17-18시간대
15,2호선,구의(광진구청),296.07,784.69,774.94,1283.43,1616.86,1592.15,1687.19,1877.29,1929.35,1875.63,1971.68,2199.84,2198.35,1960.72,1604.62,1505.83,1540.37,1329.81,820.25,15.81,16-17시간대
16,2호선,낙성대(강감찬),291.23,683.9,890.31,1596.58,2169.04,2229.65,2326.19,2661.36,2706.41,2588.58,2613.32,2797.45,2809.93,2516.96,2032.6,1919.05,1961.04,1796.96,1152.57,30.39,17-18시간대
17,2호선,당산,220.68,489.88,549.26,915.5,1174.46,1268.87,1389.82,1577.49,1624.91,1564.98,1644.92,1828.71,1841.86,1633.71,1334.65,1253.77,1248.3,1102.12,763.65,35.29,17-18시간대
18,2호선,대림(구로구청),811.1,847.82,1062.91,1905.05,2254.19,2355.77,2461.02,2371.91,2339.95,2246.38,2336.3,2627.64,2657.59,2198.19,1786.19,1567.88,1768.96,1445.75,813.06,47.65,17-18시간대
19,2호선,도림천,18.44,40.77,54.45,85.6,82.04,98.22,95.02,112.41,98.81,106.46,98.36,108.0,96.58,81.8,63.09,50.31,51.89,38.37,30.66,1.81,12-13시간대
20,2호선,동대문역사문화공원(DDP),122.35,248.95,390.14,693.08,919.69,1216.31,1595.19,1767.81,1862.73,2003.46,2037.01,2080.71,2021.19,1741.21,1446.27,1227.67,1187.09,905.46,560.32,33.34,16-17시간대
21,2호선,뚝섬,111.27,408.96,421.15,722.53,1010.27,1321.01,1678.71,2012.92,2231.33,2252.12,2494.05,2637.75,2626.7,2196.74,1743.09,1517.76,1356.54,943.74,437.58,15.48,16-17시간대
22,2호선,문래,136.23,390.45,461.1,809.35,1047.79,1253.69,1349.42,1616.17,1725.29,1657.27,1696.58,1882.16,1890.04,1539.7,1189.7,1083.73,1121.96,940.28,551.76,19.04,17-18시간대
23,2호선,방배,118.37,358.28,385.57,745.46,1124.59,1054.16,1124.45,1323.99,1359.72,1305.32,1238.5,1339.87,1378.42,1165.05,880.19,794.54,791.26,694.14,397.22,6.06,17-18시간대
24,2호선,봉천,376.94,648.36,828.66,1445.81,1830.09,1807.68,1867.77,2100.43,2063.78,1995.43,1994.8,2156.83,2165.21,1964.85,1581.12,1439.03,1515.74,1254.23,751.65,75.59,17-18시간대
25,2호선,사당,384.92,1662.18,1388.06,1847.81,2702.43,2893.98,3430.34,3833.29,3919.46,4000.1,4268.88,4872.88,5121.95,4535.91,3852.77,3764.45,3912.35,3465.69,2043.53,108.41,17-18시간대
26,2호선,삼성(무역센터),191.61,808.31,1069.8,1864.47,2682.54,3059.45,3717.51,4176.62,4928.53,4918.02,4976.22,5558.95,5258.48,4453.67,3239.0,3295.23,2711.12,1684.37,493.31,219.42,16-17시간대
27,2호선,상왕십리,145.77,350.01,437.67,806.22,1007.02,1046.68,1058.43,1210.47,1208.82,1203.42,1206.0,1289.08,1333.09,1149.96,906.65,805.02,818.48,680.2,435.54,5.83,17-18시간대
28,2호선,서울대입구(관악구청),649.26,1074.6,1374.96,2453.4,3414.73,3488.65,3717.44,4287.98,4633.83,4336.02,4357.81,4797.57,4966.61,4577.72,3641.03,3329.87,3510.92,3199.44,1946.43,568.81,17-18시간대
29,2호선,서초,165.07,639.88,881.4,997.35,1935.92,1208.5,2318.71,1536.49,2097.45,1782.24,1566.27,1828.78,1516.99,1219.0,1072.24,863.06,878.73,644.0,281.01,4.52,11-12시간대
30,2호선,선릉,226.73,860.24,880.04,1423.87,1996.54,2148.33,2213.17,2786.41,2934.21,2641.42,2615.34,2834.76,2877.01,2565.34,1847.04,1653.47,1666.0,1686.11,660.78,38.89,13-14시간대
31,2호선,성수,193.05,634.35,678.8,1123.77,1408.52,1761.43,2365.67,2943.52,3340.12,3529.5,3780.84,4042.84,4059.02,3432.55,2665.18,2400.42,2193.82,1651.96,952.17,145.13,17-18시간대
32,2호선,시청,63.51,290.91,329.95,561.58,773.36,948.98,1225.95,1427.62,1534.44,1699.31,1807.5,1898.63,1931.58,1506.71,1163.56,986.36,796.79,572.73,270.81,34.54,17-18시간대
33,2호선,신답,28.55,41.83,58.65,91.65,107.58,120.14,117.87,135.04,135.65,138.36,143.23,163.8,151.52,135.22,108.75,93.32,96.81,86.98,62.2,3.83,16-17시간대
34,2호선,신당,175.09,371.25,486.66,804.61,1001.73,1129.98,1323.2,1522.44,1600.06,1576.35,1587.12,1729.71,1766.07,1496.48,1138.28,974.21,929.05,800.24,499.58,12.58,17-18시간대
35,2호선,신대방,591.53,861.57,1103.5,1920.49,2263.75,2177.44,2076.33,2192.97,2269.23,2173.82,2283.48,2517.22,2558.6,2296.49,1931.11,1790.05,2018.81,1648.39,1106.77,34.57,17-18시간대
36,2호선,신도림,907.13,1220.65,1422.9,2396.76,3043.65,4101.12,4499.13,5152.8,5518.24,5290.25,5486.09,5887.5,5914.23,4940.23,3941.97,3558.48,3604.5,2966.0,2135.21,403.53,17-18시간대
37,2호선,신림,1029.65,1856.35,2186.78,3557.0,4519.72,4418.25,4645.13,5219.31,5378.13,5289.18,5454.24,5947.82,6303.0,5994.17,5085.9,4686.66,4862.76,4195.23,2910.33,157.42,17-18시간대
38,2호선,신설동,43.9,74.3,117.5,209.97,338.19,516.26,570.55,627.57,656.3,650.34,634.25,568.19,487.0,450.12,227.14,181.09,179.2,137.34,93.92,16.19,13-14시간대
39,2호선,신정네거리,206.88,288.65,425.55,697.3,814.3,817.39,833.04,910.29,925.36,869.21,899.92,993.2,979.47,913.06,725.93,623.22,583.14,534.42,343.42,4.1,16-17시간대
40,2호선,신촌,396.67,646.43,796.19,1476.13,2415.59,2696.31,3242.4,4101.63,4399.22,4242.55,4289.27,4617.28,4914.17,4470.04,3509.88,3430.61,3345.81,3268.9,1869.28,28.08,17-18시간대
41,2호선,아현,127.58,311.65,364.82,628.74,770.12,844.48,848.78,982.07,983.22,935.73,947.51,1018.35,1012.03,849.3,675.81,611.11,587.36,496.58,323.99,10.15,16-17시간대
42,2호선,양천구청,133.73,175.52,283.56,480.1,547.99,521.72,532.59,582.49,587.96,539.66,567.13,620.39,646.65,539.19,431.89,374.3,373.9,328.5,230.13,3.31,17-18시간대
43,2호선,역삼,187.21,662.21,819.87,1322.15,1864.48,1968.98,1985.81,2366.14,2546.35,2332.72,2337.53,2476.82,2458.36,2048.98,1520.27,1468.54,1436.53,1124.66,536.13,11.01,13-14시간대
44,2호선,영등포구청,222.91,471.79,487.2,879.12,1102.88,1317.84,1420.6,1691.02,1749.12,1671.34,1639.18,1761.22,1741.05,1475.9,1149.0,1016.08,982.87,813.63,528.31,37.14,16-17시간대
45,2호선,왕십리(성동구청),216.1,338.0,397.12,739.52,924.71,1016.8,1274.35,1514.39,1582.65,1557.49,1601.05,1753.27,1886.65,1767.92,1369.83,1264.94,1281.07,1241.92,805.98,24.56,17-18시간대
46,2호선,용답,64.13,88.15,118.09,197.87,220.7,237.1,247.84,261.88,278.58,281.79,296.3,323.02,328.12,284.42,202.28,199.67,206.29,180.11,145.41,5.26,17-18시간대
47,2호선,용두(동대문구청),28.18,45.84,76.22,119.42,167.2,198.96,222.87,237.26,252.73,249.85,250.19,241.87,232.88,196.5,139.5,114.29,116.16,82.35,54.6,5.78,13-14시간대
48,2호선,을지로3가,79.54,378.76,400.35,763.55,885.76,1125.39,1381.72,1520.11,1652.59,1685.82,1728.65,1943.02,2009.81,1783.49,1376.74,1255.58,1246.2,1158.89,689.58,20.96,17-18시간대
49,2호선,을지로4가,58.24,250.05,288.37,485.48,592.19,787.38,1016.5,1109.88,1156.82,1173.46,1168.03,1179.58,1116.88,897.73,656.87,527.9,459.31,370.12,229.43,8.65,16-17시간대
50,2호선,을지로입구,142.39,493.56,669.03,1494.46,2353.4,2283.45,3036.23,3100.71,3379.8,3569.36,3748.88,4121.43,4234.31,4038.65,3098.0,3254.52,2130.96,1733.69,804.98,245.81,17-18시간대
51,2호선,이대,122.47,296.7,384.56,721.45,989.83,1187.6,1252.39,1541.6,1582.96,1518.75,1532.96,1647.96,1633.96,1364.27,1072.69,1013.73,964.39,915.76,608.56,15.2,16-17시간대
52,2호선,잠실(송파구청),413.98,1583.88,1955.33,3614.18,5717.08,5954.99,7260.55,8125.04,8894.08,9268.22,10031.73,10990.78,10954.07,9762.33,8178.81,8559.12,8016.48,5640.3,2231.19,64.71,16-17시간대
53,2호선,잠실나루,105.81,311.62,415.35,627.26,787.04,821.88,910.05,1017.64,1050.73,1010.88,1044.98,1095.16,1091.12,841.92,656.39,605.37,554.11,500.96,311.95,6.46,16-17시간대
54,2호선,잠실새내,159.47,444.31,610.9,1074.89,1577.9,1560.81,1888.56,2147.4,2319.17,2230.34,2383.0,2534.45,2622.04,2298.13,1821.58,1675.65,1657.92,1590.77,926.19,11.01,17-18시간대
55,2호선,종합운동장,77.04,416.5,490.29,624.47,780.0,1002.11,1097.93,1685.73,2276.58,1777.01,2244.97,3344.75,3106.73,1613.81,1190.4,1902.3,1865.81,2163.9,523.0,16.97,16-17시간대
56,2호선,충정로(경기대입구),107.65,255.01,250.42,445.31,551.52,666.85,678.19,793.54,850.44,794.47,787.79,834.19,800.89,680.48,505.02,415.42,401.6,340.24,242.08,14.08,13-14시간대
57,2호선,한양대,49.88,141.68,160.43,431.06,465.87,447.04,548.35,658.28,640.09,649.59,708.72,671.73,626.33,617.55,375.96,335.7,327.81,340.8,239.77,5.26,15-16시간대
58,2호선,합정,462.41,670.15,758.12,1244.5,1918.15,2465.37,3124.42,3780.93,4222.96,4067.65,4303.39,4770.45,5013.65,4341.57,3543.13,3264.37,3285.19,2931.48,1744.95,98.96,17-18시간대
59,2호선,홍대입구,1669.06,1475.13,1254.54,1927.22,3326.65,4540.61,6713.49,8646.39,9597.88,9937.68,10591.53,11465.33,12009.91,11031.47,9335.95,8728.77,8999.65,8278.35,4651.32,409.42,17-18시간대
60,3호선,가락시장,75.49,224.81,279.43,445.16,556.49,659.23,720.4,779.58,807.51,777.95,821.93,844.66,822.54,700.35,501.12,487.58,426.67,323.83,202.58,23.5,16-17시간대
61,3호선,경복궁(정부서울청사),84.46,323.48,516.47,1333.01,2417.24,2706.94,3062.95,3312.17,3675.32,3848.8,3775.47,3757.11,3476.43,2638.94,1789.81,1543.41,1359.02,882.82,353.04,23.99,14-15시간대
62,3호선,경찰병원,66.55,165.9,245.5,397.33,450.08,438.06,451.41,500.95,524.35,475.75,482.05,513.54,537.09,464.03,340.14,342.83,319.12,260.18,168.5,16.11,17-18시간대
63,3호선,고속터미널,284.4,1222.42,1715.31,2680.81,4487.9,5157.58,6277.84,6877.74,7416.0,8037.41,8552.84,8929.79,8742.01,7853.11,6641.78,6596.1,4648.41,2937.1,1211.86,22.52,16-17시간대
64,3호선,교대(법원.검찰청),55.64,190.19,285.89,337.15,504.32,482.95,565.77,706.74,757.65,735.58,720.43,786.15,841.01,746.27,619.28,589.65,553.57,486.44,197.89,4.58,17-18시간대
65,3호선,구파발,234.93,525.78,851.64,1475.28,1898.63,1960.02,1886.75,2031.81,2069.45,2079.64,2127.71,2274.35,2134.23,1885.26,1452.58,1238.9,1125.96,968.12,693.04,82.16,16-17시간대
66,3호선,금호,119.85,231.38,293.55,492.24,630.45,655.54,667.63,705.59,745.44,703.08,713.32,761.1,802.04,665.49,533.58,487.99,434.35,371.24,206.95,2.58,17-18시간대
67,3호선,남부터미널(예술의전당),96.02,678.54,900.23,1410.74,1970.88,2384.52,2531.92,2848.15,3203.74,3066.11,3033.87,3390.43,3256.56,2831.17,2407.18,1871.74,1449.39,1191.38,466.07,12.77,16-17시간대
68,3호선,녹번,221.9,394.48,603.66,937.72,1177.61,1185.62,1136.35,1216.76,1196.27,1144.74,1152.86,1249.05,1234.16,1138.9,910.19,816.1,781.35,678.19,398.79,20.14,16-17시간대
69,3호선,대청,99.97,240.57,325.26,509.65,621.68,655.13,659.88,727.28,761.35,717.74,744.11,790.65,805.5,700.09,532.01,493.32,462.16,423.48,238.92,20.91,17-18시간대
70,3호선,대치,82.73,352.78,459.41,820.46,897.94,816.47,874.12,1227.97,1428.25,1045.06,1018.15,1074.71,1590.88,1105.53,660.51,565.29,692.43,965.05,223.42,8.53,17-18시간대
71,3호선,도곡,28.98,132.19,166.57,290.4,332.02,346.72,408.73,430.04,472.68,431.27,439.78,440.39,421.89,338.15,244.42,230.42,207.05,191.83,101.03,35.39,13-14시간대
72,3호선,독립문,139.78,198.7,283.15,515.31,961.58,1039.6,859.6,938.02,970.62,938.72,907.29,889.15,801.98,593.56,426.7,354.1,306.09,257.92,156.91,82.42,10-11시간대
73,3호선,동대입구,73.76,300.28,380.42,850.29,970.91,921.01,1102.53,1025.1,1148.63,1188.85,1165.85,1286.8,1276.34,1216.73,735.84,663.12,699.94,484.08,172.78,11.19,16-17시간대
74,3호선,매봉,57.48,254.3,263.72,485.61,649.04,644.58,711.22,776.67,812.66,782.31,796.12,851.44,863.73,693.19,530.4,500.35,521.17,382.14,188.0,13.02,17-18시간대
75,3호선,무악재,49.91,119.25,144.02,256.83,337.35,365.96,353.42,369.39,371.17,353.82,366.17,394.32,402.33,328.6,259.57,221.1,219.91,192.58,129.27,3.04,17-18시간대
76,3호선,불광,222.42,440.11,638.14,1216.37,1765.5,1707.61,1586.55,1739.84,1856.57,1824.71,1851.4,1954.33,1882.67,1588.8,1288.09,1051.09,960.53,761.41,442.68,45.53,16-17시간대
77,3호선,수서,164.2,522.29,806.67,1234.09,1610.96,1843.71,1454.59,1942.02,1833.11,1497.07,1968.79,2079.6,2100.78,1836.06,1443.99,1419.12,1219.48,1096.25,415.64,41.65,17-18시간대
78,3호선,신사,216.77,597.38,548.35,895.44,1932.52,2054.44,2347.04,2677.15,2995.16,3008.32,3108.73,3546.54,3460.96,2779.15,2161.42,2008.13,2085.0,1709.47,822.7,6.19,16-17시간대
79,3호선,안국,75.14,279.55,446.38,941.48,1610.17,2180.95,2836.56,3230.98,3504.83,3834.43,3859.37,3935.76,3644.88,2827.8,1916.63,1549.97,1208.84,692.53,236.29,20.42,16-17시간대
80,3호선,압구정,138.86,672.2,768.4,1727.35,2958.19,2696.21,2921.21,3021.19,3247.49,3163.53,3138.95,3435.65,3378.5,2749.42,2066.43,2229.14,1733.37,1144.75,421.2,43.58,16-17시간대
81,3호선,약수,179.42,319.5,399.48,728.35,920.97,977.5,1025.37,1162.49,1185.58,1169.3,1156.57,1242.1,1269.65,1148.78,888.48,785.88,781.23,657.09,378.1,80.3,17-18시간대
82,3호선,양재(서초구청),164.9,1050.5,1089.28,1636.65,1988.96,2186.57,2325.85,2524.07,2922.95,2635.48,2619.93,2934.52,2840.86,2502.86,1995.57,1956.61,1755.58,1265.16,593.13,42.38,16-17시간대
83,3호선,연신내,617.06,1083.7,1417.09,2296.7,2945.91,3013.21,3016.87,3390.04,3405.84,3351.95,3440.08,3730.68,3762.76,3396.98,2896.09,2396.54,2427.2,2036.99,1249.15,83.92,17-18시간대
84,3호선,오금,79.94,168.64,219.31,383.95,436.48,452.57,396.98,473.58,492.76,428.0,435.82,484.98,499.62,414.35,319.81,289.82,302.32,270.11,182.88,26.59,17-18시간대
85,3호선,옥수,94.99,254.95,317.82,525.31,723.58,714.23,830.89,875.2,928.74,933.87,967.94,1001.84,1084.83,902.73,695.33,633.19,569.98,450.84,267.76,19.58,17-18시간대
86,3호선,을지로3가,36.7,137.36,185.03,347.55,402.15,518.85,620.37,703.12,750.78,776.63,804.42,903.53,946.65,845.05,630.19,529.9,506.06,430.31,255.99,6.58,17-18시간대
87,3호선,일원,67.17,269.58,390.64,512.94,588.6,665.67,666.06,762.73,722.47,684.17,699.0,724.46,663.73,534.01,383.15,327.77,324.01,304.59,146.13,12.73,12-13시간대
88,3호선,잠원,49.63,192.19,168.27,290.79,363.53,328.85,405.73,423.96,444.35,410.35,428.57,471.92,475.06,374.14,265.34,239.73,248.81,228.35,121.25,2.08,17-18시간대
