,호선,역명,06시이전,06-07시간대,07-08시간대,08-09시간대,09-10시간대,10-11시간대,11-12시간대,12-13시간대,13-14시간대,14-15시간대,15-16시간대,16-17시간대,17-18시간대,18-19시간대,19-20시간대,20-21시간대,21-22시간대,22-23시간대,23-24시간대,24시이후,붐비는 시간대
182,6호선,독바위,57.54,91.76,134.89,217.82,309.08,310.17,266.34,267.6,251.62,245.66,256.48,272.49,256.13,231.73,188.89,167.11,157.31,141.57,92.36,25.81,10-11시간대
183,6호선,돌곶이,158.92,312.29,406.89,655.09,822.73,911.93,690.16,753.57,829.07,933.39,850.36,813.65,810.35,724.5,566.08,501.49,509.3,424.59,282.74,26.65,14-15시간대
184,6호선,동묘앞,108.09,181.27,226.72,438.82,609.44,800.31,1034.04,1242.74,1366.44,1422.94,1412.16,1321.5,1115.69,801.59,566.15,469.34,441.35,373.27,301.53,39.23,14-15시간대
185,6호선,디지털미디어시티,202.73,424.39,505.09,726.93,827.11,875.77,885.55,962.11,964.63,911.9,972.54,1083.96,1114.51,965.98,741.42,639.76,652.42,568.75,374.94,71.88,17-18시간대
186,6호선,마포구청,210.87,362.15,467.91,802.21,990.47,993.52,1018.42,1150.64,1147.18,1090.19,1113.54,1230.28,1261.63,1096.47,882.35,800.86,734.45,713.19,436.64,4.67,17-18시간대
187,6호선,망원,161.29,289.33,380.52,677.88,949.61,1172.7,1502.88,1848.92,2029.45,2015.96,2053.54,2166.74,2170.65,1892.4,1449.72,1261.63,1170.81,960.19,515.24,3.41,17-18시간대
188,6호선,버티고개,35.2,61.73,85.52,126.52,152.65,171.33,171.09,192.79,200.17,191.39,200.03,217.02,220.88,182.91,143.78,126.08,122.98,110.93,74.89,5.08,17-18시간대
189,6호선,보문,104.68,206.95,264.82,449.87,516.09,548.35,582.21,648.63,679.34,606.77,603.56,668.86,665.31,605.21,485.45,459.39,469.99,447.99,345.58,40.88,13-14시간대
190,6호선,봉화산(서울의료원),125.97,228.91,371.12,540.36,599.92,637.52,606.73,663.45,695.83,651.13,662.34,725.5,712.46,620.63,500.79,434.34,444.42,381.44,271.44,32.78,16-17시간대
191,6호선,불광,52.18,118.48,148.95,247.69,366.43,371.31,408.43,478.73,523.45,552.04,573.54,623.42,576.27,471.42,365.11,296.74,278.22,212.65,139.14,12.28,16-17시간대
192,6호선,삼각지,65.55,147.78,214.89,299.86,378.3,472.15,587.92,714.68,810.42,825.54,874.34,944.88,964.25,738.19,514.58,488.14,430.14,405.89,251.47,11.03,17-18시간대
193,6호선,상수,306.37,309.5,229.34,319.42,517.86,714.35,918.08,1147.88,1289.82,1288.02,1301.91,1440.88,1563.81,1438.11,1165.17,1063.66,1128.42,1055.58,790.97,6.4,17-18시간대
194,6호선,상월곡(한국과학기술연구원),116.18,180.1,251.43,424.08,471.99,456.63,481.05,489.55,506.45,474.62,477.51,514.2,506.99,442.08,350.77,311.88,325.09,284.65,224.69,11.32,16-17시간대
195,6호선,새절(신사),250.47,393.49,520.96,792.59,931.0,933.54,934.89,1040.31,1040.35,990.66,1020.27,1126.83,1122.84,1060.42,855.5,701.18,703.14,601.59,384.42,47.73,16-17시간대
196,6호선,석계,242.01,376.96,496.36,790.42,900.33,927.5,944.81,1034.76,1040.57,993.11,1063.57,1143.25,1205.71,1080.07,892.9,775.95,762.57,675.71,466.67,59.2,17-18시간대
197,6호선,신내,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,06시이전
198,6호선,신당,86.19,195.42,225.0,483.72,433.0,452.88,584.47,724.73,873.93,655.67,656.6,916.42,973.9,833.96,696.42,581.73,732.72,520.85,367.68,18.64,17-18시간대
199,6호선,안암(고대병원앞),119.59,238.57,298.75,433.18,520.37,588.33,697.96,861.77,934.94,860.2,911.83,958.16,1037.19,944.79,735.31,656.66,730.19,760.28,548.09,104.61,17-18시간대
200,6호선,약수,43.6,91.77,113.48,215.69,252.18,261.65,282.54,325.68,336.66,316.07,317.96,346.0,344.73,322.9,236.57,208.12,196.07,180.44,107.09,5.33,16-17시간대
201,6호선,역촌,57.07,132.49,172.19,266.08,301.7,303.96,324.65,356.82,369.32,342.3,348.0,375.67,376.58,342.51,279.96,239.7,246.46,212.65,160.1,1.36,17-18시간대
202,6호선,연신내,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,06시이전
203,6호선,월곡(동덕여대),160.53,270.2,375.38,662.5,761.67,804.04,826.65,924.29,917.35,904.69,919.09,987.33,1004.82,890.36,712.79,642.4,627.25,539.74,382.44,9.12,17-18시간대
204,6호선,월드컵경기장(성산),56.33,206.58,209.4,315.81,477.35,742.87,825.89,951.37,1160.71,1178.75,1322.74,1298.49,997.33,1046.11,587.19,421.25,411.46,338.8,130.2,4.54,15-16시간대
205,6호선,응암,286.57,530.9,728.27,1078.58,1341.85,1346.03,1465.61,1512.96,1559.19,1509.83,1542.38,1680.48,1677.13,1503.82,1285.27,1155.93,1090.82,973.45,596.49,112.3,16-17시간대
206,6호선,이태원,956.27,741.77,424.8,476.24,630.27,841.23,1091.67,1328.55,1469.64,1561.26,1726.55,1997.95,2259.11,2292.5,2105.12,2025.96,2017.69,1913.65,1429.02,121.84,18-19시간대
207,6호선,증산(명지대앞),187.39,328.07,435.35,643.82,779.73,824.98,802.27,881.56,880.38,860.07,911.19,991.93,992.98,880.71,727.84,622.76,627.41,534.27,343.27,39.68,17-18시간대
208,6호선,창신,64.73,114.66,140.42,233.69,251.05,239.46,238.86,249.56,247.3,232.24,226.14,252.7,253.07,214.81,168.58,164.28,163.46,142.0,96.1,9.54,17-18시간대
209,6호선,청구,48.19,94.41,138.09,253.04,272.09,242.58,264.22,269.29,289.56,283.6,294.69,319.7,331.56,305.42,232.38,192.26,176.09,160.86,101.85,9.42,17-18시간대
210,6호선,태릉입구,111.16,173.7,218.98,326.24,412.58,454.13,509.07,557.51,596.04,569.05,580.83,627.36,629.66,559.16,472.4,406.31,403.06,367.03,262.0,55.2,17-18시간대
211,6호선,한강진,83.58,186.12,218.53,391.14,505.07,725.43,1037.41,1280.36,1620.1,1415.85,1629.87,2076.99,2081.0,1592.88,1053.09,1061.79,1103.59,841.7,236.12,67.74,17-18시간대
212,6호선,합정,164.91,284.79,319.21,520.65,758.26,976.48,1212.35,1516.04,1672.3,1639.19,1707.81,1944.03,2053.32,1816.75,1449.83,1358.17,1396.47,1210.79,742.89,6.4,17-18시간대
213,6호선,화랑대(서울여대입구),136.14,251.34,398.41,680.62,799.95,801.4,779.82,857.04,829.16,774.01,789.36,852.35,840.04,721.33,591.13,512.02,528.71,455.67,299.37,36.65,12-13시간대
214,6호선,효창공원앞,81.36,166.14,240.48,421.42,498.12,513.02,523.7,601.34,615.9,583.16,593.84,652.9,655.07,547.59,398.7,356.07,340.72,310.5,193.04,12.8,17-18시간대
215,7호선,가산디지털단지,276.25,493.6,511.79,944.95,1184.62,1289.35,1525.71,1766.36,1984.75,2016.74,2166.19,2277.07,2156.73,1803.42,1338.04,1093.83,1100.77,637.1,349.49,32.62,16-17시간대
216,7호선,강남구청,86.27,389.33,394.85,703.04,1286.66,1107.81,1013.7,1128.84,1260.69,1220.7,1215.66,1287.34,1244.79,1034.5,896.08,779.8,742.5,559.35,257.53,12.65,16-17시간대
217,7호선,건대입구,145.84,256.49,369.91,589.23,852.67,943.5,1176.71,1381.25,1505.66,1523.86,1664.89,1743.07,1781.96,1591.21,1317.83,1269.27,1088.75,923.81,565.86,103.85,17-18시간대
218,7호선,고속터미널,94.85,540.69,672.83,993.09,1402.96,1566.4,1858.66,1842.99,1970.83,1845.13,1858.65,2006.9,1973.96,1847.47,1572.25,1602.7,1364.73,1012.88,406.27,8.67,16-17시간대
219,7호선,공릉(서울과학기술대),173.32,322.67,439.09,737.04,882.6,897.02,925.37,1057.18,1053.1,1041.94,1086.98,1181.58,1179.01,1083.96,882.55,768.39,786.42,684.48,479.75,45.18,16-17시간대
220,7호선,광명사거리,544.41,689.51,899.25,1327.48,1700.83,1878.77,1933.66,2127.51,2231.61,2178.12,2143.39,2305.0,2329.09,1960.56,1642.04,1246.68,1146.14,931.88,542.97,48.77,17-18시간대
221,7호선,군자(능동),214.89,418.93,508.17,800.73,946.0,964.23,974.35,1095.14,1159.72,1136.21,1175.5,1310.27,1377.77,1214.23,1014.67,939.01,904.63,754.65,443.67,29.86,17-18시간대
222,7호선,남구로,412.11,441.04,581.75,904.42,1018.65,1066.44,989.48,953.31,976.62,899.11,998.28,1175.04,1217.42,1019.07,802.13,679.31,693.32,566.58,310.12,17.84,17-18시간대
223,7호선,남성,161.56,308.16,420.32,703.08,877.96,853.1,847.19,913.99,922.18,883.25,904.11,951.81,959.24,836.32,682.4,631.84,643.3,532.79,331.19,12.82,17-18시간대
224,7호선,내방,79.79,300.68,374.73,687.73,900.33,833.58,852.13,975.48,1018.18,950.54,943.42,1039.37,1035.69,888.58,692.43,610.67,591.69,457.57,251.72,92.5,16-17시간대
225,7호선,노원,237.27,387.57,527.27,1090.45,1483.61,1524.46,1768.88,2101.6,2212.99,2237.35,2262.09,2384.43,2341.61,2056.42,1616.7,1440.65,1175.59,987.88,612.16,64.82,16-17시간대
226,7호선,논현,120.39,335.47,381.58,730.49,1137.53,916.35,883.06,999.31,1068.66,1070.19,1146.67,1300.7,1327.17,1140.96,846.98,814.64,873.49,792.65,493.37,20.23,17-18시간대
227,7호선,대림(구로구청),274.27,280.1,341.6,639.53,830.14,1125.61,1287.48,1120.24,1149.05,1177.32,1197.64,1284.2,1342.79,1116.31,864.66,720.99,698.6,552.48,287.96,5.19,17-18시간대
228,7호선,도봉산,125.42,314.04,477.99,806.66,1176.96,1203.05,1013.16,957.06,938.99,961.68,986.31,1040.73,954.36,796.67,654.89,568.15,558.47,478.07,335.09,70.82,10-11시간대
229,7호선,뚝섬유원지,138.19,267.59,357.98,582.83,679.39,726.64,788.96,938.6,1099.93,1229.98,1384.88,1584.89,1647.14,1547.09,1358.4,1279.36,1161.84,907.38,439.2,17.69,17-18시간대
230,7호선,마들,239.27,359.76,605.65,915.92,1010.73,1008.76,1014.23,1085.48,1031.86,983.36,1021.45,1049.85,1038.8,930.77,749.85,645.24,634.27,544.13,373.46,54.36,12-13시간대
231,7호선,먹골,185.27,287.19,412.73,729.59,811.95,798.81,809.52,903.77,908.16,854.58,880.88,964.96,998.55,891.0,729.84,637.96,616.38,541.03,323.13,27.15,17-18시간대
232,7호선,면목,300.82,548.38,691.24,1137.79,1191.52,1164.6,1110.63,1212.03,1225.15,1172.91,1225.88,1376.01,1399.46,1263.79,1001.58,881.64,896.44,750.75,455.18,54.27,17-18시간대
233,7호선,반포,45.66,239.15,227.85,393.37,525.04,442.23,467.24,534.32,538.73,562.32,560.0,619.78,569.6,499.27,380.49,342.02,352.19,310.01,130.32,2.95,16-17시간대
234,7호선,보라매,112.27,181.3,264.7,498.27,543.16,587.34,636.08,709.56,679.91,676.08,644.94,700.16,680.88,579.47,491.14,441.08,433.11,365.0,222.75,23.4,12-13시간대
235,7호선,부평구청,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,06시이전
236,7호선,사가정,286.05,540.88,684.48,1153.93,1285.98,1299.94,1264.92,1371.0,1426.65,1366.78,1417.81,1570.57,1614.09,1486.84,1165.62,1006.35,996.95,829.42,483.49,57.75,17-18시간대
237,7호선,상도,149.09,293.86,381.91,695.97,831.09,858.96,841.34,983.55,981.97,926.43,943.66,1026.4,985.65,874.28,710.25,653.77,645.35,588.32,457.52,4.86,16-17시간대
238,7호선,상동,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,06시이전
239,7호선,상봉(시외버스터미널),298.65,553.79,669.35,1075.13,1218.29,1239.65,1330.02,1512.95,1568.06,1507.76,1566.63,1729.37,1816.01,1660.93,1391.21,1240.77,1186.28,987.51,619.47,80.37,17-18시간대
240,7호선,수락산,219.04,394.91,597.26,970.95,1383.59,1381.89,1195.23,1268.08,1233.69,1265.88,1311.28,1376.58,1358.03,1187.27,932.85,785.36,739.06,604.13,370.1,70.04,09-10시간대
241,7호선,숭실대입구(살피재),154.57,298.66,431.56,742.52,947.16,937.04,937.98,1071.72,1064.06,1015.35,1046.25,1159.96,1138.98,998.58,817.72,730.21,749.57,684.58,510.39,19.73,16-17시간대
242,7호선,신대방삼거리,248.49,411.65,583.31,985.92,1172.19,1131.69,1132.04,1247.78,1267.51,1202.11,1178.83,1336.66,1302.69,1172.22,970.79,885.6,923.32,761.55,511.19,43.0,16-17시간대
243,7호선,신풍,301.74,386.77,531.34,848.73,969.73,994.86,965.8,995.15,999.58,953.31,960.71,1038.58,1047.71,913.5,731.55,639.42,633.99,515.88,313.35,57.88,17-18시간대
244,7호선,어린이대공원(세종대),114.85,302.6,425.88,767.19,977.2,1127.19,1340.57,1537.43,1616.69,1550.94,1628.77,1732.5,1719.44,1321.47,997.77,900.87,886.46,828.53,507.69,22.79,16-17시간대
245,7호선,온수(성공회대입구),169.32,259.99,376.74,616.65,644.5,641.95,583.04,662.0,652.23,590.8,632.96,670.02,683.77,646.58,502.49,435.76,438.47,400.57,308.94,129.92,17-18시간대
246,7호선,용마산(용마폭포공원),121.86,227.1,284.77,495.33,584.45,557.99,517.05,534.89,546.53,513.8,526.93,553.89,540.05,477.03,380.04,337.88,349.2,311.3,188.0,21.85,09-10시간대
247,7호선,이수,147.65,355.21,412.15,733.09,1007.94,1150.1,1250.96,1429.51,1541.79,1537.85,1542.68,1677.95,1690.8,1474.05,1195.08,1113.81,1078.18,940.71,560.76,33.88,17-18시간대
248,7호선,장승배기,165.55,289.42,350.45,626.19,736.65,731.47,750.94,778.45,786.5,750.58,739.29,813.06,777.79,717.11,569.85,499.71,519.09,406.54,267.99,16.42,16-17시간대
249,7호선,장암,27.07,64.14,96.13,159.44,230.8,225.1,183.11,203.29,186.57,206.97,229.8,229.03,222.03,163.22,115.43,82.94,56.62,40.66,17.06,2.76,09-10시간대
250,7호선,중계,252.88,411.19,620.59,962.36,1085.38,1021.79,1050.24,1083.62,1102.59,1043.09,1036.73,1121.09,1116.62,1001.71,838.03,713.59,715.0,665.44,387.46,39.82,16-17시간대
251,7호선,중곡,147.6,310.53,411.13,732.37,791.97,824.53,769.42,826.79,821.46,796.97,828.87,867.75,910.8,819.04,650.03,572.0,558.6,467.99,286.45,13.75,17-18시간대
252,7호선,중화,216.09,356.74,448.13,776.76,844.13,814.49,804.49,888.19,883.21,824.87,872.51,947.3,983.69,891.8,714.48,632.03,628.58,549.4,324.27,33.74,17-18시간대
253,7호선,천왕,180.39,297.66,437.16,667.17,783.09,798.27,761.81,816.88,844.88,801.05,818.81,875.95,880.93,778.07,618.19,558.75,534.93,442.3,272.96,29.58,17-18시간대
254,7호선,철산,328.37,553.27,760.96,1243.62,1612.97,1680.41,1700.36,1803.59,1822.47,1782.22,1809.37,2005.44,2081.43,1923.06,1443.63,1286.87,1343.2,1147.31,686.31,62.35,17-18시간대
255,7호선,청담,151.27,607.42,690.33,1187.2,1464.32,1180.79,1238.54,1297.27,1406.12,1333.38,1285.12,1411.96,1375.22,1177.42,900.74,785.58,778.07,609.65,219.91,77.25,09-10시간대
256,7호선,태릉입구,192.62,256.92,349.56,553.32,682.22,706.35,724.93,797.53,835.96,853.45,865.68,921.11,933.33,836.62,664.94,606.54,571.75,484.4,320.93,116.47,17-18시간대
257,7호선,하계,211.13,423.99,680.73,1112.72,1313.26,1354.09,1383.19,1636.21,1552.25,1530.39,1561.74,1648.8,1612.37,1394.03,1092.71,966.49,975.17,830.9,512.0,49.61,16-17시간대
258,7호선,학동,98.5,569.09,542.76,825.89,1098.7,1278.65,1152.44,1277.34,1573.96,1413.25,1368.83,1508.82,1381.27,1113.73,895.62,732.54,685.82,484.52,221.12,7.36,13-14시간대
259,8호선,가락시장,118.22,251.13,310.83,444.53,492.95,557.89,608.5,646.4,648.34,669.01,694.65,740.56,752.4,668.36,514.37,482.76,426.91,349.13,205.84,72.36,17-18시간대
260,8호선,강동구청,127.82,263.06,345.28,564.24,687.18,689.81,702.12,772.01,801.4,768.83,775.9,821.1,839.42,751.34,582.02,503.68,507.21,397.27,243.7,23.17,17-18시간대
261,8호선,남위례,41.96,123.89,176.7,316.38,375.58,406.96,433.5,498.86,540.75,520.53,541.28,589.82,583.94,499.39,386.55,342.94,342.11,293.06,189.12,1.66,16-17시간대
262,8호선,남한산성입구(성남법원.검찰청),262.12,414.13,570.44,923.03,1053.83,1022.11,1005.55,1067.14,1061.43,985.73,1009.27,1080.95,1063.31,967.16,782.73,694.86,763.78,618.65,365.56,49.39,16-17시간대
263,8호선,단대오거리,220.99,407.12,464.54,709.11,819.9,829.82,849.59,914.88,933.37,905.48,930.06,999.82,989.76,905.5,726.38,633.18,677.0,542.69,335.41,42.43,16-17시간대
264,8호선,모란,74.14,163.12,161.51,257.93,329.64,401.97,490.02,555.13,576.48,568.73,559.78,572.41,534.76,454.38,345.94,289.09,283.4,232.0,144.57,12.9,13-14시간대
265,8호선,몽촌토성(평화의문),65.23,205.67,251.23,398.73,459.81,543.53,599.05,617.05,667.21,663.72,699.62,754.96,721.38,608.76,440.74,405.94,400.14,351.1,174.84,3.63,16-17시간대
266,8호선,문정,85.54,304.02,382.71,601.13,758.01,926.91,962.16,1076.57,1219.41,1173.64,1139.44,1153.22,1144.37,951.58,730.4,683.42,653.05,527.72,276.1,5.21,13-14시간대
267,8호선,복정,138.33,358.49,373.44,575.91,624.84,721.42,599.77,802.73,673.58,707.6,684.14,795.45,789.96,685.63,555.56,485.01,467.83,375.93,173.08,34.7,12-13시간대
268,8호선,산성,92.93,187.24,225.1,396.09,521.5,540.87,479.76,499.34,517.2,507.51,527.65,579.94,525.41,459.42,353.69,305.51,331.19,258.47,159.04,21.24,16-17시간대
269,8호선,석촌,74.44,181.77,252.79,446.73,619.62,677.17,746.79,876.85,924.28,879.15,873.01,944.5,945.31,830.25,650.97,579.68,569.42,457.77,252.35,30.16,17-18시간대
270,8호선,송파,74.75,216.01,287.3,510.26,631.79,672.84,718.44,783.31,787.72,768.1,784.21,847.06,809.88,699.93,535.8,461.13,415.75,366.9,211.12,28.53,16-17시간대
271,8호선,수진,102.89,186.45,221.57,382.64,440.84,447.93,468.5,515.23,551.82,527.28,517.77,543.14,506.44,441.85,357.67,294.61,308.39,265.58,145.65,15.81,13-14시간대
272,8호선,신흥,92.88,149.47,179.98,321.11,373.08,377.74,401.34,482.56,543.32,534.28,535.5,592.36,575.2,505.24,411.42,336.42,325.96,263.04,132.68,15.79,16-17시간대
273,8호선,암사,313.53,508.72,717.55,1139.59,1335.24,1303.39,1322.06,1466.95,1488.04,1434.06,1453.76,1562.4,1577.35,1369.1,1113.65,1014.77,911.65,824.25,475.21,55.51,17-18시간대
274,8호선,잠실(송파구청),83.21,305.37,427.31,746.46,1110.01,1370.86,1731.47,1977.87,2199.25,2318.75,2515.22,2623.27,2531.88,2263.36,1696.18,1600.25,1482.94,1024.95,397.11,25.12,16-17시간대
275,8호선,장지,179.83,496.98,663.19,968.22,1193.6,1188.53,1256.07,1476.72,1467.35,1540.35,1619.49,1770.33,1782.01,1629.74,1192.25,1018.39,1040.16,725.0,378.7,3.05,17-18시간대
276,8호선,천호(풍납토성),247.42,520.72,559.0,875.35,1219.67,1253.55,1346.12,1536.87,1666.27,1665.69,1710.13,1832.58,1876.82,1711.04,1323.15,1170.8,1043.35,821.42,484.31,53.91,17-18시간대
