,역명,호선,06시이전,06-07시간대,07-08시간대,08-09시간대,09-10시간대,10-11시간대,11-12시간대,12-13시간대,13-14시간대,14-15시간대,15-16시간대,16-17시간대,17-18시간대,18-19시간대,19-20시간대,20-21시간대,21-22시간대,22-23시간대,23-24시간대,24시이후,붐비는 시간대
183,돌곶이,6호선,281.78,694.66,1932.56,2528.69,1278.73,788.64,713.58,811.32,816.49,749.65,859.79,1031.06,1349.51,1903.0,1515.55,826.58,685.65,673.04,373.76,122.76,08-09시간대
184,동묘앞,6호선,221.21,343.43,739.44,1600.31,1184.72,871.6,905.8,970.02,947.9,986.46,1050.74,1179.01,1296.09,1542.47,929.65,621.25,562.8,510.46,385.26,98.04,08-09시간대
185,디지털미디어시티,6호선,330.21,1080.58,3504.02,5701.45,2435.04,1055.54,913.98,932.44,921.48,900.22,1048.34,1494.49,2508.14,4195.06,2330.51,1246.96,1076.05,1016.34,531.67,183.52,08-09시간대
186,마포구청,6호선,333.74,814.73,2375.13,4007.54,2034.24,1225.73,1089.3,1182.55,1201.38,1122.16,1304.23,1470.54,2036.4,3257.17,1926.93,1222.17,1072.96,1008.93,569.67,165.52,08-09시간대
187,망원,6호선,237.83,590.67,1536.09,3007.58,2083.81,1316.7,1328.59,1446.37,1522.1,1467.4,1698.88,1855.01,2336.29,3400.88,2241.06,1376.29,1263.09,1064.83,632.38,150.01,18-19시간대
188,버티고개,6호선,41.52,115.15,319.44,556.75,320.81,210.46,180.74,195.84,199.93,198.26,238.15,257.58,349.37,502.75,322.08,194.1,180.02,162.74,93.39,28.25,08-09시간대
189,보문,6호선,163.52,430.98,1337.62,2318.87,1075.31,619.21,542.83,587.43,607.79,556.64,658.92,813.03,1063.4,1673.72,1029.45,651.92,610.92,597.55,383.23,122.7,08-09시간대
190,봉화산(서울의료원),6호선,229.05,763.35,2437.65,2299.59,1064.52,726.79,634.92,703.63,705.1,665.75,760.26,898.36,1264.16,1765.69,1479.38,818.98,672.58,649.78,368.35,136.05,07-08시간대
191,불광,6호선,79.29,241.22,631.07,845.5,528.93,382.08,414.7,440.99,481.25,486.85,565.68,621.85,701.54,957.4,643.19,390.02,332.25,267.23,160.54,60.84,18-19시간대
192,삼각지,6호선,84.37,360.02,1016.6,1833.76,899.0,563.63,559.83,583.56,625.44,590.7,671.34,821.7,1217.67,1784.33,848.79,591.58,579.19,543.82,301.13,85.04,08-09시간대
193,상수,6호선,133.23,301.79,689.02,1703.82,1552.67,927.06,823.36,963.62,1071.04,975.86,1010.88,1269.85,1692.44,2395.63,1566.65,1080.63,1052.74,1044.46,726.68,218.76,18-19시간대
194,상월곡(한국과학기술연구원),6호선,213.48,433.77,1211.01,1810.46,888.38,648.52,551.47,535.64,553.24,535.67,574.78,722.47,882.92,1208.99,956.18,503.0,544.64,424.35,266.3,85.78,08-09시간대
195,새절(신사),6호선,432.55,989.58,2657.79,3298.15,1674.31,992.66,931.46,1014.72,1052.0,946.02,1169.74,1426.29,1744.37,2518.48,1965.53,1110.0,955.52,860.6,560.31,192.83,08-09시간대
196,석계,6호선,430.04,1012.32,2478.55,2945.74,1525.87,1066.35,1020.01,1058.47,1095.87,1048.58,1184.19,1519.04,1832.99,2735.69,2182.7,1191.42,1054.07,988.42,627.54,186.43,08-09시간대
197,신내,6호선,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,06시이전
198,신당,6호선,293.01,476.49,906.11,2058.8,1299.87,834.06,736.41,772.15,711.77,688.35,768.51,956.86,1190.64,1756.3,1280.32,820.01,753.14,922.56,522.04,132.96,08-09시간대
199,안암(고대병원앞),6호선,113.28,429.77,1103.52,2551.38,1953.32,1961.25,1436.66,1340.92,1638.3,1347.68,1686.51,1991.35,2486.19,2443.94,1435.05,1060.37,1078.25,1107.47,709.14,194.33,08-09시간대
200,약수,6호선,54.62,154.65,445.44,1044.6,566.16,341.69,320.79,332.75,358.72,336.09,394.0,443.27,609.05,908.22,475.64,298.62,296.2,253.53,132.24,44.87,08-09시간대
201,역촌,6호선,87.4,309.42,824.17,1062.24,471.92,316.82,312.22,366.19,351.35,332.81,356.13,453.04,572.92,921.03,695.4,353.63,340.38,289.67,186.13,64.68,08-09시간대
202,연신내,6호선,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,06시이전
203,월곡(동덕여대),6호선,283.57,702.58,2094.31,3212.06,1713.31,1183.12,1067.6,1037.79,1116.6,1109.69,1204.82,1561.18,1822.01,2799.68,1835.63,1065.44,969.33,794.74,486.29,163.13,08-09시간대
204,월드컵경기장(성산),6호선,83.13,232.97,551.75,798.29,527.79,496.17,548.31,596.01,632.65,692.56,745.37,826.65,901.21,1201.02,835.1,390.03,476.22,535.88,140.84,38.97,18-19시간대
205,응암,6호선,472.29,1318.27,3496.83,4604.88,2203.12,1404.81,1256.69,1419.67,1373.35,1346.05,1561.56,1887.88,2486.27,3936.67,2940.11,1782.85,1412.78,1295.23,822.33,229.48,08-09시간대
206,이태원,6호선,157.74,435.89,813.73,1727.6,1345.79,911.68,827.98,918.23,979.47,1022.75,1157.92,1478.6,1850.44,2461.53,1833.14,1293.24,1267.62,1224.51,889.42,275.3,18-19시간대
207,증산(명지대앞),6호선,319.77,765.66,1941.81,2511.94,1333.74,812.01,761.09,796.77,815.98,795.08,902.75,1117.89,1405.89,2228.28,1622.8,923.14,859.02,741.39,437.75,140.27,08-09시간대
208,창신,6호선,109.63,292.79,884.16,1002.24,494.59,300.04,257.69,274.65,272.02,252.14,314.13,390.58,447.86,580.12,422.71,284.43,240.63,219.58,132.26,38.85,08-09시간대
209,청구,6호선,83.46,211.81,584.53,1403.48,696.11,320.94,292.55,280.63,314.33,293.96,327.29,410.01,493.08,826.73,548.03,312.99,276.46,243.9,135.31,39.81,08-09시간대
210,태릉입구,6호선,199.86,399.18,989.01,1355.17,738.26,502.48,557.51,504.27,522.53,541.62,561.62,717.99,889.16,1374.87,1025.23,549.46,526.74,459.75,345.8,137.93,18-19시간대
211,한강진,6호선,50.99,368.9,1044.6,2074.19,1389.63,792.25,832.59,715.31,875.58,836.16,1025.51,1309.78,1838.93,2463.48,1347.13,780.92,782.16,993.29,243.0,73.59,18-19시간대
212,합정,6호선,174.2,484.99,1282.54,2794.64,1789.47,1008.52,1043.38,1066.48,1203.44,1183.67,1305.33,1529.84,2159.5,3585.07,2188.48,1425.9,1498.23,1355.3,826.48,212.23,18-19시간대
213,화랑대(서울여대입구),6호선,277.94,1038.65,3037.03,3091.22,1459.75,893.3,830.76,801.25,911.92,784.05,944.47,1173.3,1540.1,2069.63,1633.19,893.58,780.28,685.56,446.01,152.34,08-09시간대
214,효창공원앞,6호선,113.19,366.02,1059.79,2219.57,1184.2,684.17,597.2,608.25,639.8,579.17,646.93,831.1,1081.17,1810.78,942.81,570.71,519.09,434.1,270.79,99.15,08-09시간대
215,가산디지털단지,7호선,556.31,1547.19,6597.43,18562.86,10293.64,3035.91,2075.07,2178.92,2387.13,2425.98,2738.01,3778.92,9771.94,15121.74,6332.55,3374.72,2642.03,1617.17,782.37,181.96,08-09시간대
216,강남구청,7호선,130.74,699.82,1736.51,5252.65,4761.52,1894.31,1232.21,1145.17,1287.96,1319.3,1474.75,1694.98,2643.04,4821.11,2730.66,1615.93,1516.56,1172.5,542.21,145.35,08-09시간대
217,건대입구,7호선,179.34,482.1,1305.34,2451.23,1811.52,1442.29,1281.46,1326.07,1481.08,1519.51,1646.39,1858.94,2524.63,2970.38,1928.48,1461.79,1241.85,1126.12,618.0,197.11,18-19시간대
218,고속터미널,7호선,138.76,910.72,1921.13,2833.74,2218.55,1764.84,1702.08,1586.35,1731.47,1724.63,1860.67,2041.13,2806.0,2845.07,1690.37,1440.86,1337.65,999.25,367.18,61.82,18-19시간대
219,공릉(서울과학기술대),7호선,265.87,747.56,2087.08,2794.6,1578.86,1067.1,971.58,1115.18,1157.41,1092.63,1260.86,1572.72,1826.6,2558.07,1951.54,1130.25,1000.81,949.95,576.26,190.23,08-09시간대
220,광명사거리,7호선,1007.61,1717.44,4115.76,4833.02,2600.03,1760.31,1727.81,1846.94,1921.75,1903.78,2154.73,2600.67,3296.99,4548.9,3325.46,1877.37,1535.73,1242.56,731.39,201.58,08-09시간대
221,군자(능동),7호선,363.58,819.79,1940.75,3806.7,2281.29,1151.38,1000.65,1035.84,1079.86,1058.21,1226.88,1465.75,1993.94,3144.1,2122.26,1332.69,1240.03,1075.35,605.48,193.92,08-09시간대
222,까치울,7호선,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,06시이전
223,남구로,7호선,728.42,924.62,2671.79,5836.16,2846.62,1166.83,928.41,954.01,1004.37,934.3,1118.48,1565.79,2883.06,4440.87,2222.88,1238.75,1085.99,821.39,411.98,96.23,08-09시간대
224,남성,7호선,260.67,689.92,1945.64,3074.56,1760.41,1040.79,932.65,940.1,977.52,922.84,1049.96,1234.05,1529.54,2317.46,1604.0,1002.91,899.42,787.82,452.63,150.1,08-09시간대
225,내방,7호선,143.31,709.12,1865.49,4981.77,2816.76,1340.46,1097.24,1142.33,1264.74,1243.0,1363.36,1614.66,2547.26,4432.33,1958.39,1221.54,1129.91,880.01,423.46,126.71,08-09시간대
226,노원,7호선,347.51,881.0,2421.94,3595.1,2729.62,2140.08,2152.15,2244.21,2396.41,2441.22,2676.79,2916.4,3318.55,4204.41,3151.4,1945.16,1529.84,1430.21,716.31,220.74,18-19시간대
227,논현,7호선,133.78,777.44,2227.58,5320.32,4446.59,1818.81,1240.14,1206.5,1331.69,1446.67,1562.05,1842.88,3267.96,5694.98,3014.22,1752.03,1758.6,1580.91,842.27,213.71,18-19시간대
228,대림(구로구청),7호선,475.2,472.08,875.38,1626.04,1072.37,817.58,828.03,825.51,847.64,861.56,949.02,1051.5,1387.35,1558.52,999.21,688.71,689.05,574.45,281.77,67.0,08-09시간대
229,도봉산,7호선,242.67,949.85,2560.25,2296.52,1251.03,849.1,728.91,762.72,739.93,695.15,840.69,1066.33,1256.46,1823.5,1825.9,1019.59,811.44,753.45,479.56,187.27,07-08시간대
230,뚝섬유원지,7호선,209.3,525.22,1178.75,1818.81,1159.92,650.62,597.16,654.88,736.51,767.12,913.09,1099.51,1397.39,1937.15,1380.59,1008.04,1014.04,867.14,429.07,108.48,18-19시간대
231,마들,7호선,433.59,1214.04,3149.3,3153.92,1544.52,1059.93,1008.78,1094.31,1056.71,1051.72,1196.42,1375.02,1587.97,2357.77,2257.7,1211.24,968.56,925.35,573.33,173.27,08-09시간대
232,먹골,7호선,319.5,656.54,1773.35,2575.08,1322.61,855.7,822.29,882.63,862.53,828.96,971.29,1175.1,1458.69,2113.2,1735.77,995.43,843.07,737.45,426.03,139.98,08-09시간대
233,면목,7호선,517.65,1154.41,2812.43,4207.45,2252.11,1361.06,1167.7,1324.18,1305.32,1218.48,1478.48,1934.7,2155.4,2958.33,2606.21,1412.41,1143.43,1072.59,577.2,190.75,08-09시간대
234,반포,7호선,83.77,526.99,845.73,1302.18,938.57,574.22,559.94,598.75,614.12,606.31,686.5,1001.42,1025.44,1187.68,750.71,525.65,513.01,393.34,171.73,43.33,08-09시간대
235,보라매,7호선,202.61,419.94,1289.84,2380.58,1075.53,642.68,580.94,614.1,618.21,608.59,694.39,871.75,1198.4,1985.49,1127.4,708.76,634.93,557.39,301.71,108.08,08-09시간대
236,부천시청,7호선,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,06시이전
237,부평구청,7호선,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,06시이전
238,사가정,7호선,482.64,1161.6,2860.52,4015.15,2207.01,1382.16,1244.78,1337.1,1333.65,1315.9,1552.72,1863.54,2383.13,3461.89,2783.91,1554.89,1320.04,1136.06,648.87,199.56,08-09시간대
239,상도,7호선,259.73,699.56,1820.22,2860.98,1702.07,1205.48,1011.19,1042.52,1053.6,1080.89,1151.4,1411.17,1766.46,2598.6,1602.37,1089.75,981.71,907.22,556.03,172.5,08-09시간대
240,상동,7호선,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,06시이전
241,상봉(시외버스터미널),7호선,468.56,1078.18,2843.58,4357.2,2159.88,1248.73,1166.94,1274.51,1300.15,1265.41,1403.32,1800.88,2350.37,3721.26,2985.08,1700.79,1409.72,1320.83,776.27,331.23,08-09시간대
242,수락산,7호선,392.99,1077.52,2435.59,2732.33,1601.67,1171.74,1098.38,1172.83,1135.37,1115.5,1252.83,1463.07,1730.83,2377.33,2201.12,1235.51,969.22,847.85,535.67,178.75,08-09시간대
243,숭실대입구(살피재),7호선,246.56,644.79,1961.04,3210.62,2008.23,1774.4,1383.34,1230.52,1443.86,1444.89,1441.66,1922.91,2320.03,2863.04,1965.23,1287.82,1211.19,1172.08,712.34,212.65,08-09시간대
244,신대방삼거리,7호선,422.25,947.47,2697.41,4138.87,2287.35,1281.74,1137.71,1212.22,1172.31,1195.61,1341.83,1633.94,2058.42,3397.19,2355.15,1410.33,1242.37,1068.29,666.34,238.51,08-09시간대
245,신풍,7호선,546.07,890.32,2298.74,3028.63,1625.37,948.0,885.81,923.73,916.33,872.66,1035.48,1322.59,1754.9,2500.65,1662.98,999.83,877.56,802.93,417.14,143.63,08-09시간대
246,어린이대공원(세종대),7호선,151.38,612.57,1529.25,4190.61,2645.0,1952.13,1692.43,1528.91,1784.37,1746.42,1677.05,2088.0,2715.69,3215.13,1906.14,1235.76,1191.21,1152.86,696.68,187.01,08-09시간대
247,온수(성공회대입구),7호선,318.77,876.03,2547.0,3083.52,1464.98,710.94,649.79,722.74,722.17,685.82,811.63,1163.03,1509.47,2222.59,1556.35,904.95,758.52,645.62,419.65,211.82,08-09시간대
248,용마산(용마폭포공원),7호선,213.19,503.21,1175.4,1646.69,845.13,507.99,427.81,457.67,456.52,438.41,538.05,646.2,803.39,1169.0,931.01,532.14,473.77,410.59,252.36,83.63,08-09시간대
249,이수,7호선,220.75,697.42,1813.12,3712.87,2299.69,1392.51,1278.87,1316.99,1429.19,1423.12,1578.87,1896.11,2578.88,4039.15,2416.12,1557.37,1513.33,1382.69,784.04,215.12,18-19시간대
250,장승배기,7호선,273.08,623.01,1460.11,2377.95,1363.24,882.17,798.83,823.17,850.97,815.59,929.89,1095.66,1288.98,1930.87,1229.75,790.56,705.94,637.52,367.69,130.19,08-09시간대
251,장암,7호선,72.81,350.9,801.54,495.27,208.95,120.45,123.71,130.48,113.57,111.73,125.26,151.85,177.12,223.71,177.4,98.61,56.21,45.09,30.11,12.22,07-08시간대
252,중계,7호선,432.29,1203.89,3421.12,3834.46,1851.16,1213.4,1114.42,1313.61,1207.34,1081.4,1252.47,1575.48,1921.92,2519.46,2239.11,1246.54,1109.22,980.12,580.5,180.45,08-09시간대
253,중곡,7호선,257.12,686.17,2014.92,3204.0,1629.0,880.33,780.27,852.9,853.94,824.65,991.03,1290.52,1625.81,2267.34,1618.36,928.03,808.45,701.97,355.83,129.31,08-09시간대
254,중화,7호선,362.44,789.41,1946.69,2938.5,1404.47,866.87,818.94,891.88,857.24,848.01,976.18,1228.06,1543.63,2253.9,1773.11,988.08,848.68,760.79,442.74,142.44,08-09시간대
255,천왕,7호선,338.0,964.15,2730.0,3266.23,1592.16,851.47,752.49,855.85,832.5,803.03,951.61,1245.59,1609.04,2553.58,1898.54,1034.92,840.1,716.71,444.51,129.92,08-09시간대
256,철산,7호선,514.62,1602.55,4456.05,5121.58,2762.75,1744.56,1583.33,1629.99,1695.5,1679.15,1864.66,2340.08,3437.64,5149.66,3663.58,2089.7,1874.32,1691.56,967.17,274.87,18-19시간대
257,청담,7호선,239.62,1309.29,3047.6,7340.9,4633.61,1809.34,1312.26,1376.12,1429.56,1490.47,1788.86,2219.07,3519.26,5894.35,2865.65,1600.45,1446.64,1123.03,397.72,113.33,08-09시간대
258,태릉입구,7호선,324.62,523.93,1295.7,1990.76,1231.6,836.44,859.1,823.13,858.81,879.87,967.45,1138.58,1433.63,1816.1,1335.82,818.06,736.83,666.95,381.17,177.33,08-09시간대
259,하계,7호선,355.6,1318.4,3727.61,4172.81,2295.12,1543.92,1494.66,1633.06,1654.57,1579.54,1826.02,2161.24,2501.71,3244.98,2756.8,1607.53,1370.77,1230.57,748.66,228.83,08-09시간대
260,학동,7호선,128.69,1171.84,2705.42,8683.48,6699.1,2536.92,1455.24,1338.22,1521.73,1646.82,1862.33,2266.64,4100.9,8075.27,3832.73,1872.39,1672.67,1242.54,532.37,118.69,08-09시간대
261,가락시장,8호선,205.21,465.77,1025.83,2241.63,1073.67,782.48,752.94,725.91,762.27,793.77,891.94,974.79,1346.47,2007.1,1046.31,739.64,737.6,583.56,315.29,120.21,08-09시간대
262,강동구청,8호선,227.31,681.55,1988.95,3302.98,1497.31,912.28,824.92,843.59,908.07,898.66,1011.44,1219.49,1634.02,2647.8,1458.33,905.19,832.67,691.45,342.15,110.35,08-09시간대
263,남위례,8호선,69.56,329.13,1041.92,1823.86,869.37,474.6,419.99,460.9,494.26,468.58,568.59,750.51,1098.95,1561.37,932.96,525.12,518.06,449.55,252.8,96.39,08-09시간대
264,남한산성입구(성남법원.검찰청),8호선,483.15,1068.75,2706.77,4047.25,2185.85,1215.54,1029.46,1161.46,1149.57,1043.07,1277.3,1639.44,2066.89,2843.83,1892.18,1146.26,979.8,879.17,456.19,165.8,08-09시간대
265,단대오거리,8호선,387.6,941.18,2198.58,3003.74,1365.53,876.45,796.42,893.38,897.36,871.14,1067.72,1407.36,1766.3,2641.68,1714.38,969.85,817.66,765.26,426.0,132.79,08-09시간대
266,모란,8호선,103.84,235.54,551.96,903.92,492.32,430.02,460.38,502.65,521.47,516.7,598.4,725.05,717.33,867.35,484.86,303.29,286.48,248.09,156.4,95.82,08-09시간대
267,몽촌토성(평화의문),8호선,119.52,426.47,913.44,1914.73,1026.42,549.79,542.47,533.75,542.9,538.15,600.23,801.4,1093.33,1585.69,886.82,541.96,525.2,424.65,220.5,73.52,08-09시간대
268,문정,8호선,217.5,812.04,3332.22,9211.41,4193.6,1609.53,1243.33,1230.68,1416.86,1495.94,1637.57,1972.4,4357.83,7083.9,2816.9,1694.3,1478.82,1160.95,507.96,120.57,08-09시간대
269,복정,8호선,244.77,726.97,1642.52,2259.08,1298.08,722.31,570.01,675.67,639.05,600.84,769.31,1058.23,1550.89,2170.22,1354.65,823.96,686.22,635.2,278.69,54.62,08-09시간대
270,산성,8호선,187.46,471.51,1074.85,1415.75,661.73,449.55,378.37,401.61,412.43,404.03,496.05,641.17,805.29,1113.37,828.89,487.39,423.7,394.96,217.31,78.47,08-09시간대
271,석촌,8호선,132.65,364.78,1043.16,1905.9,1218.61,787.75,766.91,798.33,829.22,815.34,896.15,1043.44,1409.2,1927.67,1162.79,797.12,722.21,609.85,326.17,106.4,18-19시간대
272,송파,8호선,141.88,578.16,1666.67,2253.3,1178.75,804.5,717.37,775.48,817.0,788.16,955.39,1141.66,1353.73,1897.45,1307.71,734.86,665.05,588.0,306.51,88.8,08-09시간대
273,수진,8호선,178.6,373.64,870.92,1443.97,677.03,479.63,448.25,505.29,519.16,464.29,591.71,732.44,777.3,957.66,659.23,421.77,370.7,306.01,194.75,58.91,08-09시간대
274,신흥,8호선,142.41,328.94,775.53,1081.04,543.08,399.0,387.42,437.95,481.17,475.59,552.72,680.5,779.43,1027.07,751.02,462.54,372.99,301.96,185.93,55.41,08-09시간대
275,암사,8호선,597.34,1387.18,3962.9,5411.36,2539.42,1382.53,1244.93,1373.13,1346.09,1320.63,1522.14,1843.27,2479.81,3836.77,2948.69,1617.63,1269.36,1280.02,665.75,210.81,08-09시간대
276,잠실(송파구청),8호선,141.46,568.31,1731.25,4019.11,2154.81,1405.38,1470.21,1478.02,1555.0,1624.92,1879.08,2100.5,2980.39,4333.01,2227.38,1653.06,1502.36,1167.19,449.84,123.68,18-19시간대
277,장지,8호선,322.5,1180.01,3164.99,4523.72,2394.6,1387.12,1259.31,1386.19,1323.17,1364.68,1645.81,2093.84,2908.34,3986.81,2411.67,1641.31,1211.34,1031.39,513.02,134.03,08-09시간대
278,천호(풍납토성),8호선,466.82,1092.77,2319.87,3641.4,2107.31,1227.9,1184.09,1261.66,1313.91,1338.63,1604.94,1900.27,2716.54,3885.43,2559.65,1563.74,1317.18,1111.2,592.5,211.16,18-19시간대
