사용월,호선명,역ID,지하철역,승차승객수,하차승객수,승하차 인원 총합,승하차 인원 차이
Jul-22,1호선,150,서울역,1363951 ,1333458 ,2697409,30493
Jul-22,1호선,151,시청,638310 ,654347 ,1292657,-16037
Jul-22,1호선,152,종각,1003818 ,982452 ,1986270,21366
Jul-22,1호선,153,종로3가,747278 ,692638 ,1439916,54640
Jul-22,1호선,154,종로5가,642683 ,639943 ,1282626,2740
Jul-22,1호선,155,동대문,331646 ,316908 ,648554,14738
Jul-22,1호선,156,신설동,384312 ,373392 ,757704,10920
Jul-22,1호선,157,제기동,484871 ,493243 ,978114,-8372
Jul-22,1호선,158,청량리(서울시립대입구),574223 ,577329 ,1151552,-3106
Jul-22,1호선,159,동묘앞,267821 ,276014 ,543835,-8193
Jul-22,2호선,201,시청,635092 ,611056 ,1246148,24036
Jul-22,2호선,202,을지로입구,1134540 ,1157614 ,2292154,-23074
Jul-22,2호선,203,을지로3가,635447 ,639683 ,1275130,-4236
Jul-22,2호선,204,을지로4가,353599 ,352479 ,706078,1120
Jul-22,2호선,205,동대문역사문화공원(DDP),375282 ,429354 ,804636,-54072
Jul-22,2호선,206,신당,400662 ,412208 ,812870,-11546
Jul-22,2호선,207,상왕십리,399968 ,386221 ,786189,13747
Jul-22,2호선,208,왕십리(성동구청),466280 ,397959 ,864239,68321
Jul-22,2호선,209,한양대,207549 ,220096 ,427645,-12547
Jul-22,2호선,210,뚝섬,617850 ,660890 ,1278740,-43040
Jul-22,2호선,211,성수,1032322 ,1133703 ,2166025,-101381
Jul-22,2호선,212,건대입구,1050857 ,1147093 ,2197950,-96236
Jul-22,2호선,213,구의(광진구청),656136 ,642503 ,1298639,13633
Jul-22,2호선,214,강변(동서울터미널),959368 ,923078 ,1882446,36290
Jul-22,2호선,215,잠실나루,390881 ,380269 ,771150,10612
Jul-22,2호선,216,잠실(송파구청),2242269 ,2208033 ,4450302,34236
Jul-22,2호선,217,잠실새내,632003 ,642598 ,1274601,-10595
Jul-22,2호선,218,종합운동장,403351 ,444483 ,847834,-41132
Jul-22,2호선,219,삼성(무역센터),1586049 ,1587354 ,3173403,-1305
Jul-22,2호선,220,선릉,1509284 ,1332642 ,2841926,176642
Jul-22,2호선,221,역삼,1351976 ,1519149 ,2871125,-167173
Jul-22,2호선,222,강남,2388021 ,2326826 ,4714847,61195
Jul-22,2호선,223,교대(법원.검찰청),903872 ,1022348 ,1926220,-118476
Jul-22,2호선,224,서초,608684 ,576442 ,1185126,32242
Jul-22,2호선,225,방배,436909 ,456645 ,893554,-19736
Jul-22,2호선,226,사당,1120765 ,1228018 ,2348783,-107253
Jul-22,2호선,227,낙성대(강감찬),793360 ,761440 ,1554800,31920
Jul-22,2호선,228,서울대입구(관악구청),1340619 ,1313760 ,2654379,26859
Jul-22,2호선,229,봉천,679240 ,628529 ,1307769,50711
Jul-22,2호선,230,신림,1693589 ,1625621 ,3319210,67968
Jul-22,2호선,231,신대방,730579 ,705430 ,1436009,25149
Jul-22,2호선,232,구로디지털단지,1609198 ,1603877 ,3213075,5321
Jul-22,2호선,233,대림(구로구청),684747 ,700943 ,1385690,-16196
Jul-22,2호선,234,신도림,1375695 ,1371887 ,2747582,3808
Jul-22,2호선,235,문래,595075 ,615615 ,1210690,-20540
Jul-22,2호선,236,영등포구청,582180 ,602026 ,1184206,-19846
Jul-22,2호선,237,당산,495608 ,577549 ,1073157,-81941
Jul-22,2호선,238,합정,932224 ,1020657 ,1952881,-88433
Jul-22,2호선,239,홍대입구,1896660 ,2037650 ,3934310,-140990
Jul-22,2호선,240,신촌,1053165 ,1065609 ,2118774,-12444
Jul-22,2호선,241,이대,388586 ,412087 ,800673,-23501
Jul-22,2호선,242,아현,296238 ,278524 ,574762,17714
Jul-22,2호선,243,충정로(경기대입구),267403 ,283031 ,550434,-15628
Jul-22,2호선,244,용답,79035 ,75092 ,154127,3943
Jul-22,2호선,245,신답,46875 ,51955 ,98830,-5080
Jul-22,2호선,246,신설동,107651 ,105564 ,213215,2087
Jul-22,2호선,247,도림천,37728 ,38964 ,76692,-1236
Jul-22,2호선,248,양천구청,189012 ,193969 ,382981,-4957
Jul-22,2호선,249,신정네거리,292785 ,297315 ,590100,-4530
Jul-22,2호선,250,용두(동대문구청),66627 ,66129 ,132756,498
Jul-22,3호선,309,지축,146629 ,137056 ,283685,9573
Jul-22,3호선,310,구파발,608161 ,596198 ,1204359,11963
Jul-22,3호선,311,연신내,1038142 ,976631 ,2014773,61511
Jul-22,3호선,312,불광,461184 ,498834 ,960018,-37650
Jul-22,3호선,313,녹번,429432 ,380240 ,809672,49192
Jul-22,3호선,314,홍제,490296 ,458673 ,948969,31623
Jul-22,3호선,315,무악재,110166 ,108882 ,219048,1284
Jul-22,3호선,316,독립문,202177 ,204903 ,407080,-2726
Jul-22,3호선,317,경복궁(정부서울청사),615898 ,634471 ,1250369,-18573
Jul-22,3호선,318,안국,645721 ,661076 ,1306797,-15355
Jul-22,3호선,319,종로3가,276917 ,334579 ,611496,-57662
Jul-22,3호선,320,을지로3가,287874 ,291363 ,579237,-3489
Jul-22,3호선,321,충무로,36 ,0 ,36,36
Jul-22,3호선,322,동대입구,239489 ,256045 ,495534,-16556
Jul-22,3호선,323,약수,363341 ,349846 ,713187,13495
Jul-22,3호선,324,금호,222880 ,203869 ,426749,19011
Jul-22,3호선,325,옥수,254345 ,260513 ,514858,-6168
Jul-22,3호선,326,압구정,917925 ,983834 ,1901759,-65909
Jul-22,3호선,327,신사,824850 ,874384 ,1699234,-49534
Jul-22,3호선,328,잠원,135252 ,130861 ,266113,4391
Jul-22,3호선,329,고속터미널,1432447 ,1398433 ,2830880,34014
Jul-22,3호선,330,교대(법원.검찰청),384788 ,249276 ,634064,135512
Jul-22,3호선,331,남부터미널(예술의전당),834027 ,847361 ,1681388,-13334
Jul-22,3호선,332,양재(서초구청),993922 ,1085419 ,2079341,-91497
Jul-22,3호선,333,매봉,334365 ,322265 ,656630,12100
Jul-22,3호선,334,도곡,142680 ,143461 ,286141,-781
Jul-22,3호선,335,대치,337721 ,327771 ,665492,9950
Jul-22,3호선,336,학여울,66128 ,67494 ,133622,-1366
Jul-22,3호선,337,대청,276461 ,257069 ,533530,19392
Jul-22,3호선,338,일원,278681 ,269521 ,548202,9160
Jul-22,3호선,339,수서,501016 ,507507 ,1008523,-6491
Jul-22,3호선,340,가락시장,246174 ,239298 ,485472,6876
Jul-22,3호선,341,경찰병원,196933 ,196401 ,393334,532
Jul-22,3호선,342,오금,170195 ,154311 ,324506,15884
Jul-22,4호선,409,당고개,262304 ,237396 ,499700,24908
Jul-22,4호선,410,상계,532724 ,493699 ,1026423,39025
Jul-22,4호선,411,노원,536763 ,607956 ,1144719,-71193
Jul-22,4호선,412,창동,723870 ,764425 ,1488295,-40555
Jul-22,4호선,413,쌍문,799915 ,739046 ,1538961,60869
Jul-22,4호선,414,수유(강북구청),949864 ,949939 ,1899803,-75
Jul-22,4호선,415,미아(서울사이버대학),412047 ,392893 ,804940,19154
Jul-22,4호선,416,미아사거리,775225 ,753187 ,1528412,22038
Jul-22,4호선,417,길음,574474 ,556150 ,1130624,18324
Jul-22,4호선,418,성신여대입구(돈암),568019 ,547486 ,1115505,20533
Jul-22,4호선,419,한성대입구(삼선교),370410 ,360907 ,731317,9503
Jul-22,4호선,420,혜화,994629 ,1007322 ,2001951,-12693
Jul-22,4호선,421,동대문,545396 ,559078 ,1104474,-13682
Jul-22,4호선,422,동대문역사문화공원(DDP),448291 ,398417 ,846708,49874
Jul-22,4호선,423,충무로,670408 ,709835 ,1380243,-39427
Jul-22,4호선,424,명동,587875 ,612030 ,1199905,-24155
Jul-22,4호선,425,회현(남대문시장),683260 ,701954 ,1385214,-18694
Jul-22,4호선,426,서울역,317165 ,539510 ,856675,-222345
Jul-22,4호선,427,숙대입구(갈월),375335 ,361768 ,737103,13567
Jul-22,4호선,428,삼각지,149709 ,175163 ,324872,-25454
Jul-22,4호선,429,신용산,500609 ,525408 ,1026017,-24799
Jul-22,4호선,430,이촌(국립중앙박물관),273472 ,297269 ,570741,-23797
Jul-22,4호선,431,동작(현충원),39427 ,42842 ,82269,-3415
Jul-22,4호선,432,총신대입구(이수),534655 ,579082 ,1113737,-44427
Jul-22,4호선,433,사당,748667 ,637886 ,1386553,110781
Jul-22,4호선,434,남태령,37775 ,32603 ,70378,5172
Jul-22,경부선,1001,서울역,257905 ,73065 ,330970,184840
Jul-22,경부선,1002,남영,262961 ,272256 ,535217,-9295
Jul-22,경부선,1003,용산,1223356 ,1249962 ,2473318,-26606
Jul-22,경부선,1004,노량진,232642 ,221125 ,453767,11517
Jul-22,경부선,1005,대방,308183 ,333101 ,641284,-24918
Jul-22,경부선,1006,영등포,1246447 ,1283271 ,2529718,-36824
Jul-22,경부선,1007,신도림,113363 ,116895 ,230258,-3532
Jul-22,경부선,1032,신길,249506 ,213845 ,463351,35661
Jul-22,경부선,1701,구로,518282 ,528887 ,1047169,-10605
Jul-22,경부선,1702,가산디지털단지,458521 ,543211 ,1001732,-84690
Jul-22,경부선,1703,금천구청,320960 ,321048 ,642008,-88
Jul-22,경부선,1704,석수,263851 ,237028 ,500879,26823
Jul-22,경부선,1705,관악,213916 ,203193 ,417109,10723
Jul-22,경부선,1706,안양,632806 ,623502 ,1256308,9304
Jul-22,경부선,1707,명학,239117 ,233720 ,472837,5397
Jul-22,경부선,1708,금정,765753 ,775007 ,1540760,-9254
Jul-22,경부선,1709,군포,201673 ,195781 ,397454,5892
Jul-22,경부선,1710,의왕,244598 ,241948 ,486546,2650
Jul-22,경부선,1711,성균관대,401464 ,399343 ,800807,2121
Jul-22,경부선,1712,화서,230192 ,220345 ,450537,9847
Jul-22,경부선,1713,수원,1109213 ,1180551 ,2289764,-71338
Jul-22,경부선,1714,독산,486569 ,498602 ,985171,-12033
Jul-22,경부선,1715,세류,93037 ,86332 ,179369,6705
Jul-22,경부선,1716,병점,419781 ,417959 ,837740,1822
Jul-22,경부선,1717,세마,85343 ,79538 ,164881,5805
Jul-22,경부선,1718,오산대,101899 ,94523 ,196422,7376
Jul-22,경부선,1719,오산,298097 ,296476 ,594573,1621
Jul-22,경부선,1720,진위,49885 ,44141 ,94026,5744
Jul-22,경부선,1721,송탄,138726 ,135066 ,273792,3660
Jul-22,경부선,1722,서정리,217545 ,206627 ,424172,10918
Jul-22,경부선,1723,평택지제,117032 ,112499 ,229531,4533
Jul-22,경부선,1724,평택,382620 ,380482 ,763102,2138
Jul-22,경부선,1725,성환,101208 ,99789 ,200997,1419
Jul-22,경부선,1726,직산,25821 ,24773 ,50594,1048
Jul-22,경부선,1727,두정,170707 ,174104 ,344811,-3397
Jul-22,경부선,1728,천안,178608 ,183890 ,362498,-5282
Jul-22,경부선,1729,당정,172438 ,162701 ,335139,9737
Jul-22,경부선,1749,서동탄,41045 ,37332 ,78377,3713
Jul-22,경부선,1750,광명,106063 ,91030 ,197093,15033
Jul-22,경인선,1801,개봉,605489 ,582863 ,1188352,22626
Jul-22,경인선,1802,오류동,338921 ,310582 ,649503,28339
Jul-22,경인선,1803,역곡,757818 ,750320 ,1508138,7498
Jul-22,경인선,1804,부천,944605 ,947893 ,1892498,-3288
Jul-22,경인선,1805,송내,758702 ,748950 ,1507652,9752
Jul-22,경인선,1806,부평,894865 ,955824 ,1850689,-60959
Jul-22,경인선,1807,백운,200854 ,195643 ,396497,5211
Jul-22,경인선,1808,동암,452118 ,450215 ,902333,1903
Jul-22,경인선,1809,주안,548269 ,491233 ,1039502,57036
Jul-22,경인선,1810,제물포,293835 ,278416 ,572251,15419
Jul-22,경인선,1811,동인천,407519 ,391998 ,799517,15521
Jul-22,경인선,1812,인천,125026 ,98797 ,223823,26229
Jul-22,경인선,1813,구일,200612 ,196011 ,396623,4601
Jul-22,경인선,1814,소사,240605 ,236272 ,476877,4333
Jul-22,경인선,1815,부개,250396 ,231100 ,481496,19296
Jul-22,경인선,1816,간석,169011 ,158570 ,327581,10441
Jul-22,경인선,1817,도원,92454 ,91800 ,184254,654
Jul-22,경인선,1821,온수(성공회대입구),190039 ,176308 ,366347,13731
Jul-22,경인선,1822,중동,264713 ,246579 ,511292,18134
Jul-22,경인선,1823,도화,120895 ,111540 ,232435,9355
Jul-22,경원선,1008,이촌(국립중앙박물관),114226 ,86573 ,200799,27653
Jul-22,경원선,1009,서빙고,62181 ,57829 ,120010,4352
Jul-22,경원선,1010,한남,112272 ,107745 ,220017,4527
Jul-22,경원선,1011,옥수,1463 ,964 ,2427,499
Jul-22,경원선,1012,응봉,54576 ,46353 ,100929,8223
Jul-22,경원선,1013,왕십리(성동구청),441476 ,496744 ,938220,-55268
Jul-22,경원선,1014,청량리(서울시립대입구),503088 ,517210 ,1020298,-14122
Jul-22,경원선,1016,외대앞,215349 ,212444 ,427793,2905
Jul-22,경원선,1017,신이문,238438 ,218115 ,456553,20323
Jul-22,경원선,1018,석계,230368 ,254171 ,484539,-23803
Jul-22,경원선,1019,광운대,208776 ,200886 ,409662,7890
Jul-22,경원선,1020,월계,183977 ,170831 ,354808,13146
Jul-22,경원선,1021,녹천,135138 ,110689 ,245827,24449
Jul-22,경원선,1022,창동,16 ,0 ,16,16
Jul-22,경원선,1901,방학,282482 ,274909 ,557391,7573
Jul-22,경원선,1902,도봉,172194 ,163768 ,335962,8426
Jul-22,경원선,1903,도봉산,239746 ,158234 ,397980,81512
Jul-22,경원선,1904,망월사,217042 ,219837 ,436879,-2795
Jul-22,경원선,1905,회룡,361624 ,357076 ,718700,4548
Jul-22,경원선,1906,의정부,560934 ,583357 ,1144291,-22423
Jul-22,경원선,1907,가능,194901 ,185125 ,380026,9776
Jul-22,경원선,1908,녹양,132487 ,125154 ,257641,7333
Jul-22,경원선,1909,양주,224269 ,211747 ,436016,12522
Jul-22,경원선,1910,덕계,95001 ,85073 ,180074,9928
Jul-22,경원선,1911,덕정,158348 ,151691 ,310039,6657
Jul-22,경원선,1912,지행,197446 ,196177 ,393623,1269
Jul-22,경원선,1913,동두천중앙,93843 ,90883 ,184726,2960
Jul-22,경원선,1914,보산,52894 ,49255 ,102149,3639
Jul-22,경원선,1915,동두천,63942 ,72694 ,136636,-8752
Jul-22,경원선,1916,소요산,107495 ,93937 ,201432,13558
Jul-22,안산선,1751,산본,455675 ,490877 ,946552,-35202
Jul-22,안산선,1752,대야미,143549 ,128419 ,271968,15130
Jul-22,안산선,1753,반월,124499 ,120248 ,244747,4251
Jul-22,안산선,1754,상록수,444989 ,445877 ,890866,-888
Jul-22,안산선,1755,한대앞,257551 ,257227 ,514778,324
Jul-22,안산선,1756,중앙,527961 ,551332 ,1079293,-23371
Jul-22,안산선,1757,고잔,248883 ,236770 ,485653,12113
Jul-22,안산선,1758,초지,135339 ,134372 ,269711,967
Jul-22,안산선,1759,안산,355144 ,332517 ,687661,22627
Jul-22,안산선,1760,신길온천,53059 ,48350 ,101409,4709
Jul-22,안산선,1761,정왕,234412 ,244513 ,478925,-10101
Jul-22,안산선,1762,오이도,255284 ,249677 ,504961,5607
Jul-22,안산선,1763,수리산,116073 ,96204 ,212277,19869
Jul-22,과천선,1450,선바위,223327 ,197940 ,421267,25387
Jul-22,과천선,1451,경마공원,212592 ,216732 ,429324,-4140
Jul-22,과천선,1452,대공원,114978 ,121965 ,236943,-6987
Jul-22,과천선,1453,과천,187580 ,175947 ,363527,11633
Jul-22,과천선,1454,정부과천청사,301475 ,299271 ,600746,2204
Jul-22,과천선,1455,인덕원,673886 ,694419 ,1368305,-20533
Jul-22,과천선,1456,평촌,472913 ,465011 ,937924,7902
Jul-22,과천선,1457,범계,752357 ,751577 ,1503934,780
Jul-22,분당선,1023,선릉,353107 ,535643 ,888750,-182536
Jul-22,분당선,1024,한티,453526 ,468396 ,921922,-14870
Jul-22,분당선,1025,도곡,199195 ,193736 ,392931,5459
Jul-22,분당선,1026,구룡,62498 ,59130 ,121628,3368
Jul-22,분당선,1027,개포동,113995 ,116201 ,230196,-2206
Jul-22,분당선,1028,대모산입구,130610 ,120355 ,250965,10255
Jul-22,분당선,1030,수서,403757 ,416112 ,819869,-12355
Jul-22,분당선,1031,복정,22 ,0 ,22,22
Jul-22,분당선,1846,수원,244310 ,205064 ,449374,39246
Jul-22,분당선,1847,서울숲,323766 ,332664 ,656430,-8898
Jul-22,분당선,1848,압구정로데오,564505 ,641431 ,1205936,-76926
Jul-22,분당선,1849,강남구청,254532 ,293901 ,548433,-39369
Jul-22,분당선,1850,선정릉,203591 ,215038 ,418629,-11447
Jul-22,분당선,1851,가천대,190000 ,210253 ,400253,-20253
Jul-22,분당선,1852,태평,391174 ,369439 ,760613,21735
Jul-22,분당선,1853,모란,589440 ,601571 ,1191011,-12131
Jul-22,분당선,1854,야탑,736575 ,767292 ,1503867,-30717
Jul-22,분당선,1855,서현,737820 ,748156 ,1485976,-10336
Jul-22,분당선,1856,수내,387847 ,382512 ,770359,5335
Jul-22,분당선,1857,정자,507894 ,535653 ,1043547,-27759
Jul-22,분당선,1858,미금,434818 ,460857 ,895675,-26039
Jul-22,분당선,1859,오리,328578 ,270548 ,599126,58030
Jul-22,분당선,1860,이매,165785 ,156124 ,321909,9661
Jul-22,분당선,1861,보정,74638 ,65265 ,139903,9373
Jul-22,분당선,1862,죽전,375428 ,418982 ,794410,-43554
Jul-22,분당선,1863,구성,142247 ,148970 ,291217,-6723
Jul-22,분당선,1864,신갈,129312 ,127405 ,256717,1907
Jul-22,분당선,1865,기흥,288325 ,269004 ,557329,19321
Jul-22,분당선,1866,상갈,152989 ,149192 ,302181,3797
Jul-22,분당선,1867,청명,121674 ,116875 ,238549,4799
Jul-22,분당선,1868,영통,242752 ,247295 ,490047,-4543
Jul-22,분당선,1869,망포,409026 ,385629 ,794655,23397
Jul-22,분당선,1870,매탄권선,148046 ,140241 ,288287,7805
Jul-22,분당선,1871,수원시청,372948 ,409837 ,782785,-36889
Jul-22,분당선,1872,매교,85186 ,84921 ,170107,265
Jul-22,일산선,1948,원흥,312527 ,293042 ,605569,19485
Jul-22,일산선,1949,지축,13 ,0 ,13,13
Jul-22,일산선,1950,삼송,561977 ,541925 ,1103902,20052
Jul-22,일산선,1951,원당,314921 ,295004 ,609925,19917
Jul-22,일산선,1952,화정,480154 ,487777 ,967931,-7623
Jul-22,일산선,1953,대곡,60759 ,49125 ,109884,11634
Jul-22,일산선,1954,백석,280958 ,278865 ,559823,2093
Jul-22,일산선,1955,마두,212804 ,216319 ,429123,-3515
Jul-22,일산선,1956,정발산,220528 ,227800 ,448328,-7272
Jul-22,일산선,1957,주엽,267195 ,265193 ,532388,2002
Jul-22,일산선,1958,대화,383448 ,308062 ,691510,75386
Jul-22,중앙선,1015,회기,707876 ,676050 ,1383926,31826
Jul-22,중앙선,1201,중랑,165883 ,155568 ,321451,10315
Jul-22,중앙선,1202,상봉(시외버스터미널),168657 ,168760 ,337417,-103
Jul-22,중앙선,1203,망우,228555 ,223350 ,451905,5205
Jul-22,중앙선,1204,양원,84753 ,81479 ,166232,3274
Jul-22,중앙선,1205,구리,382659 ,386209 ,768868,-3550
Jul-22,중앙선,1206,도농,311027 ,283259 ,594286,27768
Jul-22,중앙선,1207,양정,20547 ,17417 ,37964,3130
Jul-22,중앙선,1208,덕소,162933 ,161644 ,324577,1289
Jul-22,중앙선,1209,도심,69769 ,55294 ,125063,14475
Jul-22,중앙선,1210,팔당,32129 ,33143 ,65272,-1014
Jul-22,중앙선,1211,운길산,25780 ,25196 ,50976,584
Jul-22,중앙선,1212,양수,74521 ,73913 ,148434,608
Jul-22,중앙선,1213,신원,6449 ,5472 ,11921,977
Jul-22,중앙선,1214,국수,22396 ,22185 ,44581,211
Jul-22,중앙선,1215,아신,18947 ,18590 ,37537,357
Jul-22,중앙선,1216,오빈,9914 ,9670 ,19584,244
Jul-22,중앙선,1217,양평,94710 ,95817 ,190527,-1107
Jul-22,중앙선,1218,원덕,12470 ,11816 ,24286,654
Jul-22,중앙선,1219,용문,77426 ,78576 ,156002,-1150
Jul-22,중앙선,1220,지평,2372 ,2399 ,4771,-27
Jul-22,장항선,1401,봉명,35732 ,34544 ,70276,1188
Jul-22,장항선,1402,쌍용(나사렛대),58949 ,54655 ,113604,4294
Jul-22,장항선,1403,아산,100342 ,90440 ,190782,9902
Jul-22,장항선,1404,탕정,26461 ,24085 ,50546,2376
Jul-22,장항선,1405,배방,34072 ,33228 ,67300,844
Jul-22,장항선,1407,온양온천,119989 ,122283 ,242272,-2294
Jul-22,장항선,1408,신창(순천향대),37137 ,36297 ,73434,840
Jul-22,경의선,1252,신촌,23733 ,30227 ,53960,-6494
Jul-22,경의선,1261,효창공원앞,81669 ,91999 ,173668,-10330
Jul-22,경의선,1263,서강대,62890 ,61205 ,124095,1685
Jul-22,경의선,1265,가좌,158182 ,150593 ,308775,7589
Jul-22,경의선,1267,수색,77349 ,80938 ,158287,-3589
Jul-22,경의선,1268,화전,50668 ,47386 ,98054,3282
Jul-22,경의선,1269,강매,89847 ,78036 ,167883,11811
Jul-22,경의선,1270,행신,233845 ,231750 ,465595,2095
Jul-22,경의선,1271,능곡,110109 ,102523 ,212632,7586
Jul-22,경의선,1272,곡산,17586 ,17960 ,35546,-374
Jul-22,경의선,1273,백마,196489 ,186088 ,382577,10401
Jul-22,경의선,1274,풍산,164557 ,152879 ,317436,11678
Jul-22,경의선,1275,일산,266834 ,258331 ,525165,8503
Jul-22,경의선,1276,탄현,224150 ,211715 ,435865,12435
Jul-22,경의선,1277,야당,233167 ,232013 ,465180,1154
Jul-22,경의선,1278,운정,198537 ,181919 ,380456,16618
Jul-22,경의선,1279,금릉,142490 ,137809 ,280299,4681
Jul-22,경의선,1280,금촌,194797 ,191868 ,386665,2929
Jul-22,경의선,1282,월롱,77366 ,73883 ,151249,3483
Jul-22,경의선,1283,파주,32141 ,22451 ,54592,9690
Jul-22,경의선,1284,문산,164942 ,162499 ,327441,2443
Jul-22,경의선,1285,임진강,1120 ,742 ,1862,378
Jul-22,경의선,1291,서울역,115057 ,143703 ,258760,-28646
Jul-22,경의선,1292,공덕,108479 ,92836 ,201315,15643
Jul-22,경의선,1293,홍대입구,58575 ,73099 ,131674,-14524
Jul-22,경의선,1294,디지털미디어시티,78082 ,69589 ,147671,8493
Jul-22,경의선,1295,김포공항,2 ,0 ,2,2
Jul-22,경의선,1296,계양,9 ,0 ,9,9
Jul-22,경의선,1297,검암,2 ,0 ,2,2
Jul-22,경춘선,1311,신내,61369 ,58450 ,119819,2919
Jul-22,경춘선,1312,갈매,83453 ,71516 ,154969,11937
Jul-22,경춘선,1313,별내,91000 ,85174 ,176174,5826
Jul-22,경춘선,1314,퇴계원,100877 ,91605 ,192482,9272
Jul-22,경춘선,1315,사릉,66704 ,64761 ,131465,1943
Jul-22,경춘선,1316,금곡,43443 ,41846 ,85289,1597
Jul-22,경춘선,1317,평내호평,179194 ,174024 ,353218,5170
Jul-22,경춘선,1318,천마산,48726 ,45182 ,93908,3544
Jul-22,경춘선,1319,마석,117419 ,115025 ,232444,2394
Jul-22,경춘선,1320,대성리,38799 ,37023 ,75822,1776
Jul-22,경춘선,1321,청평,66520 ,65042 ,131562,1478
Jul-22,경춘선,1322,상천,10537 ,9662 ,20199,875
Jul-22,경춘선,1323,가평,88390 ,89735 ,178125,-1345
Jul-22,경춘선,1324,굴봉산,5681 ,4833 ,10514,848
Jul-22,경춘선,1325,백양리,4175 ,3618 ,7793,557
Jul-22,경춘선,1326,강촌,18918 ,17140 ,36058,1778
Jul-22,경춘선,1327,김유정,11452 ,12115 ,23567,-663
Jul-22,경춘선,1328,남춘천,83572 ,86714 ,170286,-3142
Jul-22,경춘선,1329,춘천,48975 ,43160 ,92135,5815
Jul-22,수인선,1873,고색,126306 ,118700 ,245006,7606
Jul-22,수인선,1874,오목천,87292 ,78729 ,166021,8563
Jul-22,수인선,1875,어천,24991 ,24888 ,49879,103
Jul-22,수인선,1876,야목,11604 ,8501 ,20105,3103
Jul-22,수인선,1877,사리,136998 ,116403 ,253401,20595
Jul-22,수인선,1878,달월,3081 ,2192 ,5273,889
Jul-22,수인선,1879,월곶,81535 ,77060 ,158595,4475
Jul-22,수인선,1880,소래포구,149287 ,140532 ,289819,8755
Jul-22,수인선,1881,인천논현,157878 ,166806 ,324684,-8928
Jul-22,수인선,1882,호구포,114764 ,117346 ,232110,-2582
Jul-22,수인선,1883,남동인더스파크,58270 ,63732 ,122002,-5462
Jul-22,수인선,1884,원인재,126104 ,130334 ,256438,-4230
Jul-22,수인선,1885,연수,136521 ,136027 ,272548,494
Jul-22,수인선,1886,송도,68725 ,64819 ,133544,3906
Jul-22,수인선,1888,인하대,163340 ,153905 ,317245,9435
Jul-22,수인선,1889,숭의,110681 ,101863 ,212544,8818
Jul-22,수인선,1890,신포,51942 ,52166 ,104108,-224
Jul-22,수인선,1891,인천,34973 ,55643 ,90616,-20670
Jul-22,경강선,1501,판교,145283 ,144207 ,289490,1076
Jul-22,경강선,1502,이매,33574 ,28110 ,61684,5464
Jul-22,경강선,1503,삼동,67518 ,62908 ,130426,4610
Jul-22,경강선,1504,경기광주,223447 ,207721 ,431168,15726
